solver_type,solution_found,time_elapsed,max_memory_mb,avg_memory_mb,states_processed,seed
bfs-single_core,1,0.084491419,68.91796875,68.91796875,101,cb15bd9fdc37e3fe
bfs-single_core,1,0.097001894,69.6015625,69.6015625,104,3b73b79851e2d8da
bfs-single_core,1,23.741242049,632.03515625,340.68480603448273,36401,25672975bfd3091f
bfs-single_core,1,83.062918171,2135.22265625,789.8438605542453,117762,4981c88d09821a2e
bfs-single_core,1,0.067099414,850.05078125,850.05078125,87,45df85105f1634ff
bfs-single_core,1,0.084219878,195.08203125,195.08203125,106,6bb9048ce70c937e
bfs-single_core,1,0.078708012,187.09375,187.09375,104,f8870364627bc5ca
bfs-single_core,1,0.359425784,187.58203125,187.58203125,408,b5a6a56a0271c76e
bfs-single_core,1,0.113888526,187.58984375,187.58984375,118,3a3dd1a0ebd312b7
bfs-single_core,0,128.441169386,1069.9921875,596.62109375,300000,360378f5eb2a7fd5
bfs-single_core,1,0.277221334,71.5625,71.5625,474,97e3db8cfc8e9bab
bfs-single_core,1,1.95813646,203.59375,191.71875,3910,de39a0e4357d3c5f
bfs-single_core,1,0.117491354,76.6875,76.6875,116,e8a85e7f892ae451
bfs-single_core,1,0.106579092,77.84765625,77.84765625,133,bcdf5fd9920eca33
bfs-single_core,1,0.123873412,80.328125,80.328125,100,7dbdac32dd914d24
bfs-single_core,1,0.121672691,80.34375,80.34375,151,14e63641a8216530
bfs-single_core,1,0.679146948,80.3515625,80.3515625,565,77a9bf3dc480c5c8
bfs-single_core,1,0.141311977,103.921875,103.921875,278,8cc458c8568b5f01
bfs-single_core,1,0.12650322,93.9453125,93.9453125,123,9e225bf6b833f4dc
bfs-single_core,1,0.273554895,2777.02734375,2777.02734375,275,0596c41566101b65
bfs-single_core,1,0.06999347,157.07421875,157.07421875,109,de1d456bf7804d60
bfs-single_core,1,6.040108255,249.703125,152.0,7016,9033583af671a655
bfs-single_core,1,2.035605031,120.90234375,114.69401041666667,3851,cc7974da54e0dc07
bfs-single_core,1,15.61962195,403.0859375,245.86040296052633,19483,ffc91f3bf6b00e79
bfs-single_core,1,0.078840454,51.12890625,51.12890625,106,0,7322c72e9d50d1ae
bfs-single_core,1,3.822056306,122.42578125,78.81328125,8268,0,cecaa319c4096095
bfs-single_core,1,0.061609265,184.328125,184.328125,89,0,fd07c493145ccf4e
bfs-single_core,1,5.736398315,215.84375,117.52392578125,8000,0,b8d39cd21e94037a
bfs-single_core,1,0.30531518,65.76171875,65.76171875,862,0,74c008fdb187a903
bfs-single_core,1,5.333209517,176.55078125,108.82868303571429,9294,0,bd3bd7ce402a8e83
bfs-single_core,1,0.139932522,241.953125,241.953125,234,0,6ec4412efed7feed
bfs-single_core,1,19.964972899,506.359375,207.8234375,58297,0,6ee7763164173818
bfs-single_core,1,20.375880729,516.21875,201.6893028846154,46404,0,fe447a4344a322de
bfs-single_core,1,0.145232001,720.5859375,720.5859375,290,0,222eb435c30d703f
bfs-single_core,1,0.135444372,51.96875,51.96875,226,0,0ea3eef4c829e5fe
bfs-single_core,1,0.236665137,50.21875,50.21875,388,0,4c524d2246d7d312
bfs-single_core,1,0.818207341,88.3515625,69.6015625,2822,0,9504aa3a3ff33bcd
bfs-single_core,1,0.318098572,100.5703125,100.5703125,1186,0,a41d768c9104f85c
bfs-single_core,1,11.317161832,233.53515625,119.64118303571429,17983,0,c003e00fb36998b6
bfs-single_core,1,0.978532937,393.2734375,392.3359375,2589,0,e8cc2f42f6c6cf19
bfs-single_core,1,0.138885132,192.0703125,192.0703125,208,0,6f38ab640bc2eb9e
bfs-single_core,1,3.111933356,107.32421875,103.16796875,6582,0,f4987419b2d583f8
bfs-single_core,1,0.637886752,176.34765625,176.34765625,824,0,bbcb98d788d588d8
bfs-single_core,1,0.055621245,52.51171875,52.51171875,171,1,82f1f4ae52c03834
bfs-single_core,1,0.066458195,50.81640625,50.81640625,124,1,987923c5f0f82ea5
bfs-single_core,1,0.07006235,52.0859375,52.0859375,132,1,263f7c37e02ea46e
bfs-single_core,1,0.189570672,50.7109375,50.7109375,1085,1,da293f13ec9a72e5
bfs-single_core,1,0.132095978,53.46875,53.46875,257,1,6ccbed03bcfdd553
bfs-single_core,1,0.092733718,53.5078125,53.5078125,150,1,699bf3b95343d0e9
bfs-single_core,1,0.106395127,54.12109375,54.12109375,137,1,581e4644a59bbb65
bfs-single_core,1,0.070386032,54.7109375,54.7109375,127,1,60436b01d5c0978c
bfs-single_core,1,0.087266188,55.5078125,55.5078125,219,1,d1184a9dae5014c5
bfs-single_core,1,0.098274145,57.01953125,57.01953125,109,1,4b606ae0e43f9bf5
bfs-single_core,1,0.513259685,55.1875,55.1875,814,1,bc096c0b5e041e87
bfs-single_core,1,0.241052973,58.77734375,58.77734375,559,1,a68577fffb2f11c6
bfs-single_core,1,1.354120492,68.21484375,59.83984375,2285,1,8d0225d122ac9079
bfs-single_core,1,0.073665722,62.94140625,62.94140625,110,1,43eb07d49bcb8db6
bfs-single_core,1,12.25885857,330.17578125,138.9171875,30774,1,3c342c41766115fe
bfs-single_core,1,0.117892002,68.7421875,68.7421875,214,1,932abd84aab7dfc8
bfs-single_core,1,0.092411563,66.8046875,66.8046875,166,1,8c27e366dea96572
bfs-single_core,1,2.997322688,117.5,94.34375,4617,1,ca08274937ee25c1
bfs-single_core,1,0.078282298,50.82421875,50.82421875,113,1,ebba67d06837e9c8
bfs-single_core,1,0.211510386,50.98828125,50.98828125,641,1,3f8a7f2a7f702c34
bfs-single_core,1,0.273846947,50.73828125,50.73828125,549,1,78e5d5fbdef93220
bfs-single_core,1,0.322720831,51.36328125,51.36328125,397,1,08206903c2c74d88
bfs-single_core,1,1.206815986,66.76171875,59.69921875,2876,1,93dd659e01447f23
bfs-single_core,1,3.727151543,143.484375,92.04375,5075,1,29bb6503a51b9946
bfs-single_core,1,14.640776817,345.21484375,166.48807565789474,33397,1,67df83d950afcd49
