solver_type,solution_found,time_elapsed,max_memory_mb,avg_memory_mb,states_processed,moves,seed
gready-single-core,1,0.134164111,77.40625,77.40625,89,82,c4ec54ac0198b465
gready-single-core,1,2.027238912,151.6328125,141.84114583333334,1973,107,1e42a77ab28f2f61
gready-single-core,1,5.444965514,180.68359375,122.27287946428571,9412,102,18a98d3c8ee11497
gready-single-core,1,4.966455527,216.07421875,164.38895089285714,4470,97,0cb207b605dca74c
gready-single-core,1,0.091670201,129.5625,129.5625,200,98,ef97c67c3a1f4cff
gready-single-core,0,299.987328593,2284.62109375,1244.74609375,300000,0,2031b79750f3f22b
gready-single-core,1,0.689228065,114.7890625,114.7890625,570,112,9bd02228cf9b8a98
gready-single-core,1,1.582763267,122.578125,118.765625,2562,106,d957f32a4f5cb4d5
gready-single-core,1,0.320859413,115.1328125,115.1328125,396,113,7eb4cae00299609b
gready-single-core,1,0.085155316,115.21484375,115.21484375,122,85,30835017547d2035
gready-single-core,1,8.427167546,269.640625,170.81782670454547,8884,99,e817a95c5fbc9080
gready-single-core,0,202.056396754,1211.65625,718.595625,300000,0,9871ba266271f979
gready-single-core,1,1.072802691,214.15625,211.84375,2495,108,beb6c4947b996ac6
gready-single-core,1,10.007851033,267.703125,154.60126201923077,26263,103,de57df490b2b9c3e
gready-single-core,1,0.320271041,119.6640625,119.6640625,315,97,6bb2e9fe15932e8f
gready-single-core,1,0.417274775,119.26171875,119.26171875,821,100,d5ecce6a70773c27
gready-single-core,1,0.141801287,119.53515625,119.53515625,173,97,d9592065b4e59d74
gready-single-core,1,105.60058459,2107.10546875,735.8667938468992,100848,104,f5f6cf529dcf7d3a
gready-single-core,1,24.430512656,647.984375,285.7942288306452,22504,161,e23b0e6b91465901
gready-single-core,1,0.142771569,94.3515625,94.3515625,159,99,d4cfa51054ac8ca8
gready-single-core,1,20.563712219,348.70703125,172.87093098958334,30957,102,089f56141bc28e44
gready-single-core,1,0.088169181,94.484375,94.484375,100,77,b4523130f241e622
gready-single-core,0,158.133564612,1450.2578125,842.992685111465,300000,0,6a5ea589f63c97c2
gready-single-core,1,2.519815563,281.7734375,235.1796875,2731,127,87b9c374703ffda4
gready-single-core,0,227.657976251,1725.171875,962.0896527777778,300000,0,44b5ef3c66e09533
gready-single-core,1,0.463790381,210.265625,210.265625,409,95,7f6edaed19197a0f
gready-single-core,1,0.140013154,210.26171875,210.26171875,162,91,764e84041a3cba09
gready-single-core,1,0.285864678,210.5390625,210.5390625,270,115,562f59191efb47b4
gready-single-core,1,0.750744558,123.4609375,110.2734375,1491,100,a7b350000a39ac0d
gready-single-core,1,0.191244854,100.87890625,100.87890625,217,92,a7bf69b856fc2954
gready-single-core,1,0.588729727,211.07421875,211.07421875,1363,94,e809ff6ce05a5439
gready-single-core,1,0.193098897,102.46484375,102.46484375,268,102,c70f9a2269429f1d
gready-single-core,1,0.087349013,210.2265625,210.2265625,112,86,f29be5b3d82f7c23
gready-single-core,1,0.170933378,210.15625,210.15625,252,98,dc5b201fe254721b
gready-single-core,1,0.25599967,210.70703125,210.70703125,332,116,2eb00c62713e0ee2
gready-single-core,0,241.881442339,1951.05859375,973.0680079759414,300000,0,c14244ac46d7aeea
gready-single-core,1,10.458432341,364.22265625,263.1457331730769,12763,116,107f24cf867392c6
gready-single-core,1,0.111033576,218.26953125,218.26953125,115,89,ea1c968524e1eeff
gready-single-core,1,1.231819477,223.80859375,221.18359375,1782,141,43d5d46bc491f660
gready-single-core,1,0.23009535,218.76171875,218.76171875,642,111,4674b3bca3b1fe97
gready-single-core,1,185.876005915,2450.03515625,850.8046141431925,268848,112,831ae366ac4e8c96
gready-single-core,1,0.917996295,232.484375,225.796875,959,99,ce08d47bd918c222
gready-single-core,1,0.238956168,218.40234375,218.40234375,201,91,a38a817f28a88f69
gready-single-core,1,0.116270882,218.53125,218.53125,138,91,a8f611c3cc04b1dc
gready-single-core,0,158.360148388,1297.20703125,686.6409484474523,300000,0,4581dd812ece1377
gready-single-core,0,287.17382501,2067.21484375,1190.0181007922536,300000,0,cb79020fa6698c12
gready-single-core,1,0.13867999,130.13671875,130.13671875,135,87,7dee432a159c98c9
gready-single-core,1,0.277327912,131.6875,131.6875,241,98,b7232879cbb2332c
gready-single-core,1,0.773706734,131.203125,131.203125,1005,111,ee11512d0f4df199
gready-single-core,1,0.349024365,131.94140625,131.94140625,519,89,2003ab4501bbea4d
gready-single-core,1,6.110237706,240.984375,164.828125,11694,80,e005832dcffed18a
gready-single-core,1,2.265616194,151.80859375,142.93359375,2500,97,3ddb0a76169eb951
gready-single-core,1,0.699537842,134.12109375,134.12109375,1423,87,8aab04a890cf1729
gready-single-core,0,0.004186116,133.7890625,133.7890625,6,0,5de01791c70ed845
gready-single-core,1,0.96588815,143.37890625,138.19140625,841,114,dd04c5ae76b75808
gready-single-core,1,7.399120327,242.79296875,169.50130208333334,11632,127,09e77f49e3a0cff7
gready-single-core,1,1.858789765,174.796875,162.546875,1409,116,e77b849ae7e72504
gready-single-core,1,0.297260698,158.8984375,158.8984375,411,128,4581fd66a70bc469
gready-single-core,1,5.479177579,237.30078125,167.95068359375,4865,101,14c26117b84a546e
gready-single-core,1,0.302667319,162.13671875,162.13671875,443,95,2841d48f2b472b51
gready-single-core,1,0.154869393,162.28125,162.28125,126,76,70f40248b131ab91
gready-single-core,1,0.102239197,161.88671875,161.88671875,148,92,88b2163f19e4b930
gready-single-core,1,0.067315632,163.15625,163.15625,97,75,93b003155d48485e
gready-single-core,1,0.085684054,163.83203125,163.83203125,94,90,99be1eaa1f5f0131
gready-single-core,1,0.103091908,164.19140625,164.19140625,119,87,7bcbaa7ca80e608a
gready-single-core,1,0.275736601,164.1015625,164.1015625,433,113,2a59933fa69f7d02
gready-single-core,1,0.099417607,166.3046875,166.3046875,151,96,69c6648a56f13e5a
gready-single-core,1,72.879161921,1258.05078125,495.15043604651163,112053,155,5703d26ed448e3c0
gready-single-core,1,0.304561587,165.11328125,165.11328125,437,87,b719ae7e999ad25e
gready-single-core,1,0.166044847,101.1640625,101.1640625,252,99,a349f1883a0ddcb2
gready-single-core,1,0.092900871,164.97265625,164.97265625,109,80,11ab2025c4175f43
gready-single-core,1,0.289015483,163.859375,163.859375,483,104,9fcfea2ad369eb30
gready-single-core,1,3.279395473,121.1640625,110.8203125,4163,90,2bc7107489e85e80
gready-single-core,1,62.12227762,1212.265625,460.9895481418919,75820,121,4911943712b5e68d
gready-single-core,0,212.519072019,1654.93359375,845.4222842261905,300000,0,8c599de6494cc514
gready-single-core,1,3.61807289,162.69140625,119.69140625,4507,105,98fcf84b8db05643
gready-single-core,1,2.676632806,134.90234375,108.52734375,5043,120,3e82f0a11e33e2c2
gready-single-core,1,7.875363082,266.3359375,150.7984375,8210,96,73facd9a99771817
gready-single-core,1,0.133167906,128.80859375,128.80859375,94,80,ed1f1ec89a80b0c8
gready-single-core,1,0.628189538,128.640625,128.640625,855,124,9c21d53cfe52bcfe
gready-single-core,1,40.173251005,718.2578125,332.1997884114583,80032,107,56c9a8a3a16ad450
gready-single-core,0,168.552796193,937.48828125,534.362532747006,300000,0,6a93434311f5be2a
gready-single-core,0,169.368515502,1449.3125,846.311751497006,300000,0,497821591a2b9a31
gready-single-core,1,0.690804082,216.83203125,216.83203125,865,107,b8dfd894a5737f70
gready-single-core,0,195.145111065,1018.26171875,518.2286876619171,300000,0,6986cd7ea5b4af20
gready-single-core,1,1.250054254,86.76171875,82.69921875,879,93,0214c8c609169526
gready-single-core,1,0.120726138,79.08203125,79.08203125,88,87,07d4c5e5001859b0
gready-single-core,1,0.310164725,78.63671875,78.63671875,319,90,b021080c1085229f
gready-single-core,1,2.399530724,95.0703125,87.23697916666667,2665,134,bf798ece42709825
gready-single-core,1,46.741726494,1143.03515625,453.43324497767856,44535,117,1f115f35d90e588b
gready-single-core,1,6.025987119,227.34375,201.66517857142858,9631,125,6ac690e6fa706d5d
gready-single-core,1,1.54800123,222.0234375,200.44010416666666,4111,92,29e0a6cf14d2e40a
gready-single-core,0,158.371522857,881.03125,508.8250398089172,300000,0,35d2da9d2249605f
gready-single-core,1,0.124797522,100.51953125,100.51953125,143,89,80feb03ba0bba3c5
gready-single-core,1,0.129871472,101.23046875,101.23046875,91,85,aeb39c0ed3ae86c0
gready-single-core,0,194.63271843,1220.1484375,659.6620385362694,300000,0,f34f1024c08565ea
gready-single-core,0,196.46052083,1778.6953125,973.7171073717949,300000,0,5702a0c23215cd3c
gready-single-core,1,71.318878717,1879.7578125,551.8301439606741,88150,115,0658d6db6623c8be
gready-single-core,1,3.179717121,101.80859375,89.93359375,10033,91,73563d2617cf672a
gready-single-core,1,14.564147127,365.9609375,200.27711397058823,19369,129,6d8f9613e270df45
gready-single-core,1,0.239714353,81.4375,81.4375,256,102,a1a00a43c167e5e8
gready-single-core,1,0.104148279,81.60546875,81.60546875,116,86,b51fc988da44ab73
gready-single-core,0,189.378675247,1254.26171875,650.4081091243315,300000,0,78200ed8fe395da1
gready-single-core,1,0.461291815,136.3671875,136.3671875,753,92,1e85f06690b952d3
gready-single-core,1,2.995811803,120.1796875,98.6171875,2223,129,42452aa9577afe86
gready-single-core,1,15.327607899,333.65234375,191.47200520833334,20357,75,6adff60e19e833e5
gready-single-core,1,0.09208357,158.671875,158.671875,134,86,6f7ca75d6d7d3063
gready-single-core,0,214.920358155,1225.11328125,638.0481404049295,300000,0,529fc0ed6844ace3
gready-single-core,1,2.415010187,142.86328125,100.48828125,2521,114,78309c5860e417cf
gready-single-core,1,33.932522865,983.3359375,305.98401162790697,26786,156,cc76c44e34fda7d8
gready-single-core,1,1.732662446,116.859375,96.65104166666667,3177,96,969c7cf452bc56f9
gready-single-core,0,190.257737288,1350.8125,778.2167553191489,300000,0,4f1ea80a6108e0a1
gready-single-core,1,1.065392279,193.828125,190.078125,1256,112,08cdae24f9fbfb9c
gready-single-core,1,4.36139681,261.53515625,208.68098958333334,4418,123,348dcb0ebbd098d0
gready-single-core,1,1.474313782,193.25,191.5625,3607,89,9fbb2afac3d0fd91
gready-single-core,1,1.314000856,197.125,193.75,967,130,d8a77e07bf5828b3
gready-single-core,1,0.423530575,189.86328125,189.86328125,426,96,19de9aff4d6f5838
gready-single-core,1,0.079477304,190.61328125,190.61328125,75,74,9b7e25d6351cce4e
gready-single-core,0,227.968808418,2187.8046875,1165.3633158185842,300000,0,cb97608ffa95800b
gready-single-core,0,202.313748389,1287.3984375,710.9803125,300000,0,b635e34f2c07815b
gready-single-core,1,0.514775214,79.87109375,79.87109375,451,90,4c9d25d29c2abd26
gready-single-core,1,3.459805317,153.20703125,105.85703125,4878,104,76f6326009bb776d
gready-single-core,0,230.634954513,1590.671875,876.1680540393013,300000,0,e8bef897d663a741
gready-single-core,0,151.873686492,897.3046875,511.06385416666666,300000,0,0befe76c07f6d998
gready-single-core,1,0.863049495,102.51171875,93.01171875,703,165,a23512e54c9ff9c6
gready-single-core,1,0.593916158,83.5234375,83.5234375,1141,97,d859619191278ff1
gready-single-core,0,239.295736054,1563.83203125,842.742896228903,300000,0,c95f64c2ddac6354
gready-single-core,1,0.309198249,158.44921875,158.44921875,377,101,64a6778ae1ae1f60
gready-single-core,1,0.127176918,158.67578125,158.67578125,149,79,8018e85c04aa9835
gready-single-core,1,0.189306095,158.71875,158.71875,162,96,7972d83a0adb849a
gready-single-core,1,10.711143792,208.9765625,125.9813701923077,15847,107,b499991e01cf3407
gready-single-core,1,2.077060198,170.85546875,164.68880208333334,4768,89,14e85f145b1d56b2
gready-single-core,1,2.875001873,142.09375,122.75,2336,100,7fc7215d9ca4b543
gready-single-core,0,344.197195847,3061.37109375,1637.0396696297653,300000,0,8028478368d3e6ac
gready-single-core,1,0.659444188,110.74609375,110.74609375,625,91,edc12e39042c8682
gready-single-core,1,24.957213551,395.64453125,193.39049030172413,43561,96,2127940d2bbbcdeb
gready-single-core,1,64.152768091,1052.49609375,393.30443050986844,104216,136,68e1f1f4df098e9d
gready-single-core,1,37.014388321,670.61328125,303.96266351744185,61084,125,b6d8d393b10ada0c
gready-single-core,1,0.787071206,137.328125,137.328125,1288,95,eca1d5965c98d88c
gready-single-core,1,0.211594849,137.53125,137.53125,143,100,4eca67660f8015ff
gready-single-core,1,2.271914264,143.01171875,135.63671875,3432,113,a94973a07c72e250
gready-single-core,1,0.28705028,129.73046875,129.73046875,227,91,1d1f3eb6236be851
gready-single-core,1,1.511112244,144.36328125,140.73828125,2306,94,782aee7d938a9d8d
gready-single-core,1,2.16664243,151.8046875,144.72135416666666,2756,118,c454981c78a29a8e
gready-single-core,1,0.228988796,143.5390625,143.5390625,171,98,eb4a420cccb25cf2
gready-single-core,1,0.167941252,143.74609375,143.74609375,140,92,aa2ea888db8a9145
gready-single-core,0,154.167023314,966.6796875,552.9443933823529,300000,0,92072afd871916eb
gready-single-core,1,3.625844439,160.4296875,140.1296875,5556,94,9ea8410c27ad9479
gready-single-core,1,0.162458094,128.79296875,128.79296875,148,86,9cc721f0f0887c83
gready-single-core,0,256.619566995,1919.5703125,1072.658403051181,300000,0,d86d2761925fe931
gready-single-core,1,6.618355071,267.6953125,213.3515625,7837,106,ce3c83fa9f334ab0
gready-single-core,0,211.628443311,1641.234375,889.0456845238095,300000,0,541e7c6b6d3f31ff
gready-single-core,1,38.248956871,705.125,347.28231534090907,47213,79,da94456e1bc0eebe
gready-single-core,1,1.391393742,153.87109375,152.12109375,1831,123,5cc8ec21c23f07c6
gready-single-core,0,160.962108865,1149.140625,628.951945754717,300000,0,87e55f7e7e6a71c5
gready-single-core,1,135.417256638,2263.00390625,777.7339915644171,164924,125,c2e3f677a16945bf
gready-single-core,1,0.109131438,111.52734375,111.52734375,116,86,812ce153df3dede6
gready-single-core,1,36.576231733,620.04296875,256.43168604651163,92699,108,dc977be589b9c25e
gready-single-core,1,4.857755068,209.7265625,146.66964285714286,4566,109,007075386ccc3c6d
gready-single-core,1,0.113811926,112.828125,112.828125,117,89,d8576745b261ecf7
gready-single-core,1,0.523649631,112.53125,112.53125,636,99,b5ceba2994c699e0
gready-single-core,1,15.163720921,284.42578125,163.35894097222223,34672,119,0e2735950174d656
gready-single-core,1,0.222520869,135.671875,135.671875,167,91,2c4a4bfdd58825d5
gready-single-core,1,0.476909628,135.66015625,135.66015625,536,99,a0d6984eba3a3da1
gready-single-core,1,0.18575047,136.375,136.375,262,96,25161a381fd37256
gready-single-core,1,0.183456802,135.75,135.75,159,93,61294bdfea8ff898
gready-single-core,1,0.351089876,135.76953125,135.76953125,462,94,58c972e0b57789e9
gready-single-core,1,0.151734839,136.0390625,136.0390625,247,88,63528c0137740e24
gready-single-core,1,0.149056209,136.0703125,136.0703125,144,91,cf76fe640c92469f
gready-single-core,1,0.285552513,135.54296875,135.54296875,293,91,783140a42778ea8b
gready-single-core,1,0.314465462,135.29296875,135.29296875,332,106,73e8b8a72173e141
gready-single-core,1,0.07452241,135.80078125,135.80078125,92,75,415a2eea6e6d681c
gready-single-core,1,0.084473262,135.578125,135.578125,103,87,51ae614b8fe81f35
gready-single-core,1,1.4330447,144.90234375,141.02734375,2111,111,52dab0025dce68d3
gready-single-core,0,162.990495433,1106.1953125,628.8032317546584,300000,0,7b4f5b8ddf623380
gready-single-core,1,0.168507926,128.55078125,128.55078125,160,98,170920a7c2784680
gready-single-core,1,2.755837062,170.58203125,146.55078125,4826,128,26289346b83e1567
gready-single-core,1,10.282455554,303.15234375,193.97355769230768,13936,118,01ecbd08a9055bba
gready-single-core,1,1.840998469,163.97265625,152.18098958333334,1606,87,a13b10ecd683f3f3
gready-single-core,1,9.222986806,281.078125,197.97981770833334,10712,122,d76924cc5afb8ebb
gready-single-core,1,0.218951677,166.8125,166.8125,201,85,e8df2e8b3d3cb11c
gready-single-core,0,215.528173313,1611.046875,868.7751613849765,300000,0,1fd6973d07edc753
gready-single-core,1,0.100032432,144.4296875,144.4296875,126,89,dd51235cbaaafb97
gready-single-core,1,0.104877832,144.6796875,144.6796875,116,85,a4ef4bf7a977e452
gready-single-core,1,0.213242176,144.765625,144.765625,209,88,bd6577eb91d0d0f7
gready-single-core,1,55.572111553,1056.734375,375.1998291015625,99869,81,da0394cac724f8cc
gready-single-core,1,0.191545235,195.3125,195.3125,141,85,b6be837e028c64cb
gready-single-core,1,0.302650958,196.0859375,196.0859375,236,110,6ebf86c6e45659ab
gready-single-core,1,4.792605227,267.41015625,225.11662946428572,5459,121,112bddf05f5b0886
gready-single-core,1,0.130887099,196.015625,196.015625,101,80,f98cb04abb057154
gready-single-core,0,177.820958858,934.64453125,551.3590198863636,300000,0,e0f7b229bc4577b8
gready-single-core,1,3.79264491,208.3125,175.0875,3156,144,cb9555b743d13435
gready-single-core,0,354.585334699,3483.61328125,1791.3640848214286,300000,0,7b571ee1a69d9073
gready-single-core,1,2.101246034,143.50390625,135.67057291666666,2409,122,5243c60a35329c86
gready-single-core,1,1.231215516,135.09375,132.34375,1674,103,2f6519e93def56b0
gready-single-core,1,1.008671409,135.859375,132.859375,1252,92,68cd20ecfa25e182
gready-single-core,1,0.146585907,129.61328125,129.61328125,116,88,4a57d66cb3650aac
gready-single-core,1,131.306185274,2042.94140625,693.9503165849674,163934,146,4c3e28cf32d37ba4
gready-single-core,1,0.1372227,140.1796875,140.1796875,109,87,8e1f2a185f4cea8e
gready-single-core,1,7.531142827,283.65625,187.070703125,6689,158,b1b2e5f9e22a167f
gready-single-core,0,226.167795431,1623.2265625,842.8984375,300000,0,ff454839c29e35f4
gready-single-core,1,0.610794137,106.78125,106.78125,517,81,43ecabec11487c66
gready-single-core,1,3.02421085,171.1328125,154.9453125,4921,116,ce7aeb0a8b4611c0
gready-single-core,1,0.227788189,140.06640625,140.06640625,303,104,041048fc83de1b18
gready-single-core,1,0.132182697,139.94140625,139.94140625,192,93,b3ea50740fc619f7
gready-single-core,1,0.155812264,139.7890625,139.7890625,154,93,2a9cf14c1346a447
gready-single-core,0,236.572914749,1466.6796875,796.8239182692307,300000,0,754b5e3dfb72d890
gready-single-core,0,187.802132827,1364.68359375,758.9295614919355,300000,0,b299533a29e2d410
gready-single-core,1,142.186505967,3854.03125,1211.2848709620787,147896,110,91996b22bcdabd4b
gready-single-core,0,135.235320406,1086.96875,602.3129664179105,300000,0,54ba702ad8efe4a7
gready-single-core,1,10.162469061,415.04296875,265.8230168269231,13905,143,6379c1e3eb55f6f6
gready-single-core,0,230.394025565,1752.51171875,942.1696134868421,300000,0,3642b7ebed99c729
gready-single-core,1,9.510289452,295.95703125,234.36165364583334,18324,125,6a9230f2bbe1fe54
gready-single-core,1,0.574346988,195.8515625,195.8515625,707,125,45870e48fe8b9116
gready-single-core,1,0.118378687,195.15625,195.15625,141,96,d01267edc5f1b827
gready-single-core,1,0.129806779,195.8671875,195.8671875,177,92,19db3ca33a1a406f
gready-single-core,1,0.237744635,196.3515625,196.3515625,160,91,afa724d11d658f11
gready-single-core,1,0.995230969,202.8984375,200.0234375,2922,90,911946eb321389eb
gready-single-core,1,0.326798664,197.0859375,197.0859375,321,102,1cab87acd8a9f74c
gready-single-core,1,0.125419761,195.7109375,195.7109375,106,85,ba854d49f890f0f9
gready-single-core,1,0.163821548,195.18359375,195.18359375,207,113,9bf7b097f1e00f56
gready-single-core,1,0.074171295,196.87890625,196.87890625,109,82,96d8393d2afd2891
gready-single-core,1,0.336950183,196.55078125,196.55078125,473,108,992ed82d19da2f80
gready-single-core,0,152.153581375,956.3046875,541.9694225993378,300000,0,b92ccb7f343e28d0
gready-single-core,0,233.942167587,1681.7421875,921.1913216991342,300000,0,f661e59e03ed570f
gready-single-core,0,264.68534317,1840.015625,1029.8557967557251,300000,0,e30889b4e76aaf20
gready-single-core,1,0.205448565,106.29296875,106.29296875,202,90,3cbfebafb49e36bb
gready-single-core,0,280.986543576,1727.35546875,901.3284903327338,300000,0,afdb7b243726d543
gready-single-core,1,0.075936641,92.23046875,92.23046875,148,89,a44741389d8ffcfb
gready-single-core,1,0.838941203,120.55078125,107.05078125,2773,97,b99960a907907ad5
gready-single-core,1,71.956956783,1156.34375,420.6742752259036,101516,161,f712277bd5215685
gready-single-core,1,20.170945135,484.8671875,206.35265625,34672,91,3cebd41e61b70b83
gready-single-core,0,163.597079352,1094.59375,616.3190586419753,300000,0,a0dea2603bd418fd
gready-single-core,1,0.05686942,112.96875,112.96875,78,73,04ea5cd04f488590
gready-single-core,1,0.155522386,113.75,113.75,130,94,799b985a377dbc47
gready-single-core,1,0.247982758,111.2578125,111.2578125,164,98,d457958ff9871f7c
gready-single-core,1,0.393859464,114.09375,114.09375,405,120,ed9c1f2c553dc745
gready-single-core,1,0.490649019,113.703125,113.703125,662,124,6b6b462681bf7a00
gready-single-core,1,0.173571759,113.16796875,113.16796875,205,81,fd3fa0e8d540bdac
gready-single-core,0,164.528816906,1239.69921875,728.3978383819018,300000,0,7e90aed7e0f0be3a
gready-single-core,1,0.223445089,167.5703125,167.5703125,208,90,a4b0397bb674094e
gready-single-core,1,0.087134348,168.078125,168.078125,118,83,0f65302739401d25
gready-single-core,1,0.334235939,168.5625,168.5625,386,137,10b4a1a893c2c945
gready-single-core,1,16.234019632,342.9375,222.16735197368422,22403,114,fb16c93389beff63
gready-single-core,0,192.194579684,1356.875,758.3514397905759,300000,0,29ac759a351d4b11
gready-single-core,1,0.193629872,107.53125,107.53125,155,89,16d954f21f0d8893
gready-single-core,1,1.308558847,117.16015625,112.59765625,1959,117,d597d7b4977a2061
gready-single-core,0,225.225127601,1464.3828125,846.1636420964126,300000,0,27e2a6f5c490bcf2
gready-single-core,1,2.327750446,129.3359375,121.3359375,2784,96,127a22af61ace680
gready-single-core,1,3.964803659,176.7578125,155.4078125,9452,80,34f4237e51f031cc
gready-single-core,0,189.546684897,1038.6015625,563.3123337765958,300000,0,b135b79645172c3b
gready-single-core,1,0.263923168,146.8359375,146.8359375,236,107,1608d3818fca9d80
gready-single-core,1,0.281219118,147.421875,147.421875,387,95,5ebf04e25bf05f9e
gready-single-core,1,0.432154884,147.390625,147.390625,830,101,303db95bf8d18d32
gready-single-core,1,1.274949974,148.1875,147.9375,1964,92,3de2071cb68388c4
gready-single-core,0,311.651458895,2500.7109375,1412.2501769822006,300000,0,580dd1f028d235aa
gready-single-core,1,0.168507785,195.1796875,195.1796875,236,102,9f5b79266eaa4c2e
gready-single-core,0,221.296837477,1466.28125,811.628852739726,300000,0,3b2e81355ba95306
gready-single-core,1,0.508265909,111.95703125,111.95703125,524,112,55ef8b308b0cc5c4
gready-single-core,1,0.400213672,113.8203125,113.8203125,495,119,9a71c7b792701cbf
gready-single-core,1,1.31858982,122.515625,118.078125,2062,99,ef6b4c97bcabcaa6
gready-single-core,0,247.444842516,1581.6328125,833.2919961734694,300000,0,a8dd29aaa3efaef7
gready-single-core,1,0.102441686,92.33203125,92.33203125,95,72,9f42f5bb61507899
gready-single-core,0,245.155962466,2155.30859375,1175.3692933384773,300000,0,b6f9e723cc7d3f24
gready-single-core,1,0.175211579,186.69921875,186.69921875,168,85,1b3e8f2facec4a4f
gready-single-core,1,0.380736076,187.765625,187.765625,225,101,e556ef0fe9950334
gready-single-core,1,6.363028417,266.76171875,209.05517578125,10356,108,20e21ae3299ba1e3
gready-single-core,1,4.233257877,264.8515625,210.9765625,7054,142,881ed54b9afb11e5
gready-single-core,1,0.087023674,187.3125,187.3125,91,83,ac6a27878d6ccb4a
gready-single-core,1,3.372027015,195.82421875,190.35546875,4512,90,c24ddfa6e4e3e85f
gready-single-core,1,0.621732545,187.55859375,187.55859375,2162,95,58e210dccc721444
gready-single-core,0,142.297882102,954.80859375,554.078983820922,300000,0,f9d39e1062dd00b5
gready-single-core,1,0.161623678,146.8359375,146.8359375,192,89,0161de676a6a90d5
gready-single-core,1,1.829859668,219.27734375,198.94401041666666,1631,104,6447b2af40b1e186
gready-single-core,1,0.289759872,147.48046875,147.48046875,513,103,b96d7d533e70cea9
gready-single-core,1,0.22807777,147.47265625,147.47265625,253,94,7ae5fee1994fab6f
gready-single-core,1,2.612876456,178.828125,159.109375,4818,93,f04987c5995485d3
gready-single-core,1,0.391475795,151.53125,151.53125,576,79,e65f7c044e2db042
gready-single-core,0,159.862026478,970.08984375,577.774179193038,300000,0,b7bd6330c812eda2
gready-single-core,1,0.294047635,151.1875,151.1875,248,94,c13b2a8926deea56
gready-single-core,1,0.936589246,155.8828125,147.6328125,1528,122,dded53d81960c203
gready-single-core,1,0.786583271,162.37890625,156.87890625,740,139,879e47446faac4a0
gready-single-core,1,4.705649732,197.40234375,169.67317708333334,12772,89,4f03c9ee57f1522c
gready-single-core,1,155.18914113,1821.72265625,473.7238212719298,205036,146,d747415fb9c53d97
gready-single-core,1,0.099970425,123.00390625,123.00390625,88,83,f5a0923ba0973aa1
gready-single-core,1,0.135885678,122.6796875,122.6796875,148,80,24bf212a643bb0e8
gready-single-core,1,0.076049341,123.83203125,123.83203125,104,92,ac39c649b3999b1c
gready-single-core,0,177.287958586,1305.578125,759.328125,300000,0,d6af9979a626622d
gready-single-core,1,33.79762016,556.7265625,277.52023237179486,34484,104,ee6dc5781afdbcd2
gready-single-core,0,139.038810361,1284.75390625,699.2466598731884,300000,0,6a5b40cc3606a224
gready-single-core,1,49.278131992,1060.56640625,432.6634765625,50507,109,fefe59bd6a41b594
gready-single-core,1,0.161223084,140.0,140.0,157,91,309c0a3bbd273d1d
gready-single-core,1,0.110092907,139.49609375,139.49609375,119,81,4e9d7e66c933a754
gready-single-core,1,63.752450747,1026.11328125,347.25352647569446,116243,98,29164f39f60a8ee7
gready-single-core,1,0.114435051,195.375,195.375,90,76,635149ffd137587d
gready-single-core,1,0.270049176,195.671875,195.671875,200,106,22388b1fd4a833db
gready-single-core,1,14.396559843,429.93359375,267.43359375,17092,161,9c7591b81aa9edc5
gready-single-core,1,0.166226408,198.328125,198.328125,136,95,2b8e10df100f871d
gready-single-core,1,0.146843477,198.546875,198.546875,172,98,e1887eacf89ad61c
gready-single-core,1,0.368477581,198.96875,198.96875,466,114,b92f506b26389f89
gready-single-core,1,0.562632196,199.5234375,199.5234375,1090,90,5c1ecc98782b279b
gready-single-core,0,182.863550412,1254.3046875,715.0526156767955,300000,0,853a9505fbc2484d
gready-single-core,1,0.284667818,122.8046875,122.8046875,212,91,4ac94e2a006778ff
gready-single-core,0,293.515923796,1918.7734375,1043.6222347508592,300000,0,9678536c9d6b4df5
gready-single-core,1,0.092980655,93.01953125,93.01953125,109,84,35846ee15fb6045e
gready-single-core,1,0.199874382,94.16015625,94.16015625,179,79,efbc10d58d39b98c
gready-single-core,0,235.838339384,1402.00390625,840.5205371512875,300000,0,02675eadf4a66db9
gready-single-core,1,0.179422725,186.69921875,186.69921875,264,93,05771bbd1977ff5e
gready-single-core,1,0.097233166,187.00390625,187.00390625,109,81,c4fc3f9d0977b346
gready-single-core,1,0.306836062,188.3125,188.3125,765,106,584a811bb1d9765f
gready-single-core,1,49.477929253,1146.59375,487.80334272540983,83740,123,af54f1a2ecc3b26b
gready-single-core,1,0.395336908,229.3203125,229.3203125,755,97,7db99118c0b63d1d
gready-single-core,1,0.452478513,230.0859375,230.0859375,519,122,18a1ede2c05ca0fe
gready-single-core,1,0.314894023,229.73828125,229.73828125,402,108,7d8503217a85afc4
gready-single-core,1,4.958779783,267.37890625,245.87890625,7368,128,150c1ffe977f713c
gready-single-core,1,0.172662999,229.64453125,229.64453125,283,99,8fbe778b64d193c8
gready-single-core,1,14.360217444,473.3828125,291.20399305555554,15337,107,f30c96574f372371
gready-single-core,1,0.138547355,220.08203125,220.08203125,127,100,542bc4b6d43bec8e
gready-single-core,1,171.20107233,2416.21875,838.003570864899,246813,108,f37224fd0a38dc9e
gready-single-core,1,64.805542849,668.89453125,307.19737413194446,101285,86,ff41a501585fb65c
